# kurt_ECR, kurt_FCU, skew_ECR, skew_FCU, SSC_ECR, SSC_FCU
1.676984313651534109e+01, 6.244349253123164800e+00, 3.377317011677621217e+00, 2.124813518301683413e+00, 1.400000000000000000e+01, 0.000000000000000000e+00
9.270113222945761677e+00, 3.024970618485121321e+01, 2.628364403810876659e+00, 4.622023477269178393e+00, 5.100000000000000000e+01, 0.000000000000000000e+00
5.725827881043793255e+00, 1.173275276526715949e+01, 2.246352617148721365e+00, 3.036786913042664793e+00, 4.800000000000000000e+01, 0.000000000000000000e+00
6.882535866494738030e+00, 1.448084236071863273e+01, 2.270460444006384026e+00, 3.402965660086115118e+00, 4.900000000000000000e+01, 0.000000000000000000e+00
6.504523075357163009e+00, 5.979498275769220328e+00, 2.316155618961014184e+00, 2.169366874922413757e+00, 3.700000000000000000e+01, 0.000000000000000000e+00
1.160176756683378230e+01, 1.237091362508310866e+01, 2.875116680975872363e+00, 2.831473554988605201e+00, 3.300000000000000000e+01, 0.000000000000000000e+00
8.059007786296877640e+00, 1.557095106214945446e+01, 2.482327503771451838e+00, 3.310563158607233714e+00, 2.900000000000000000e+01, 0.000000000000000000e+00
7.866413803322915399e+00, 6.775056743720535124e+00, 2.427735161482764692e+00, 2.194525599965262863e+00, 4.300000000000000000e+01, 0.000000000000000000e+00
4.735173757907078951e+00, 6.588108849963933977e+00, 2.099415520082189346e+00, 2.371123478275021235e+00, 3.000000000000000000e+01, 0.000000000000000000e+00
1.409687980849209055e+01, 5.978782044385944516e+00, 3.230130657157661567e+00, 2.280315512186601445e+00, 3.200000000000000000e+01, 0.000000000000000000e+00
4.257473804229315206e+00, 2.481001927297663556e+01, 2.006035033543396295e+00, 4.144099142940374847e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
1.248590893811690528e+01, 2.160785642559036290e+01, 2.880419707793399731e+00, 3.827305820974990613e+00, 4.300000000000000000e+01, 0.000000000000000000e+00
5.553732453153394033e+00, 4.816114875344447377e+00, 2.238874935234897556e+00, 2.024950490257403146e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
1.053485631600205785e+01, 5.556433051603418249e+01, 2.707928304599785285e+00, 6.663540608159748579e+00, 3.400000000000000000e+01, 3.000000000000000000e+00
8.598529335534401241e+00, 2.529520176912280505e+01, 2.604447168629184794e+00, 3.852136286524049602e+00, 4.200000000000000000e+01, 0.000000000000000000e+00
8.821529294799807630e+00, 3.722025665613823087e+00, 2.518225341854379185e+00, 1.928039795031681214e+00, 5.900000000000000000e+01, 0.000000000000000000e+00
4.212342602241363920e+00, 2.020897694194388095e+01, 2.000833412850795412e+00, 3.603314833688126217e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
7.541771428339785643e+00, 3.059289740509622391e+01, 2.507159036401228835e+00, 4.673665859932336630e+00, 4.800000000000000000e+01, 0.000000000000000000e+00
8.780020122624891954e+00, 2.524758654648108092e+01, 2.506727812181373860e+00, 4.033076004998455311e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
9.341300796051992705e+00, 1.440356141892853969e+01, 2.567015411435547012e+00, 3.192492668983263560e+00, 4.300000000000000000e+01, 0.000000000000000000e+00
6.048698792579207506e+00, 2.845851221820005605e+01, 2.319459551812858233e+00, 4.275345615621272799e+00, 5.000000000000000000e+01, 0.000000000000000000e+00
4.576998565724449186e+00, 4.765188479526673682e+00, 2.040578716517913893e+00, 1.971757122249819361e+00, 4.000000000000000000e+01, 0.000000000000000000e+00
9.796612537263298393e+00, 2.563967872146157134e+01, 2.766206690473544061e+00, 4.180797333103796198e+00, 5.400000000000000000e+01, 0.000000000000000000e+00
8.524732294634222995e+00, 1.123003947094744781e+01, 2.499903169229416910e+00, 2.737250012766808904e+00, 4.500000000000000000e+01, 0.000000000000000000e+00
8.656763921563285891e+00, 8.892309659851223458e+00, 2.580082251075354716e+00, 2.513475761771020167e+00, 3.100000000000000000e+01, 0.000000000000000000e+00
6.525999750770759888e+00, 2.638430107519253198e+01, 2.328052164611706942e+00, 4.052559404704776824e+00, 4.900000000000000000e+01, 0.000000000000000000e+00
9.212108327835546007e+00, 4.834520886404839501e+01, 2.593002696346089486e+00, 5.478618506864040505e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
8.327065530916334168e+00, 3.476229501987210924e+00, 2.570281973979217316e+00, 1.819510935178153987e+00, 5.100000000000000000e+01, 0.000000000000000000e+00
9.736125139088144920e+00, 6.063613456505917654e+00, 2.731615879176570338e+00, 2.142169526057787987e+00, 6.000000000000000000e+01, 0.000000000000000000e+00
6.864455062086257442e+00, 7.541778710917308004e+00, 2.336094769828602313e+00, 2.351189003775091546e+00, 5.700000000000000000e+01, 0.000000000000000000e+00
6.455576326639592466e+00, 4.293331855055563473e+00, 2.263044988324132145e+00, 1.923479132065900155e+00, 5.800000000000000000e+01, 0.000000000000000000e+00
7.676423254033100108e+00, 5.851843966270958930e+00, 2.445615413279350392e+00, 2.218890583402445493e+00, 6.800000000000000000e+01, 0.000000000000000000e+00
4.208358396886541009e+00, 2.931249478435904443e+00, 1.895255782198046468e+00, 1.612311058612627690e+00, 7.600000000000000000e+01, 0.000000000000000000e+00
6.701333202252591548e+00, 8.831891801967731936e+00, 2.389507301890174684e+00, 2.395719111885633801e+00, 6.200000000000000000e+01, 0.000000000000000000e+00
1.274601937810701990e+01, 2.932978410295934424e+00, 2.967891532333122306e+00, 1.664399877535872152e+00, 5.100000000000000000e+01, 0.000000000000000000e+00
1.015308206824495585e+01, 1.227173807915104042e+01, 2.710810604408402380e+00, 2.750970011543901084e+00, 5.700000000000000000e+01, 0.000000000000000000e+00
5.283935114532708255e+00, 5.858845591237718864e+00, 2.142500354095840276e+00, 2.193605968952127228e+00, 3.300000000000000000e+01, 0.000000000000000000e+00
7.950328352703397883e+00, 5.260727043488689247e+00, 2.439494982924881761e+00, 2.104180169739523265e+00, 4.900000000000000000e+01, 0.000000000000000000e+00
4.290361740520404865e+00, 1.274650316763900193e+01, 1.952339119845622362e+00, 2.734921696502718103e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
5.918340257994746167e+00, 2.323994580876465932e+00, 2.244384252665565516e+00, 1.520024292966334567e+00, 5.800000000000000000e+01, 0.000000000000000000e+00
4.203652328005444083e+00, 7.624363235415220430e+00, 2.034002142440421323e+00, 2.335756791394195009e+00, 5.000000000000000000e+01, 0.000000000000000000e+00
7.003627691887700735e+00, 2.782190357349520582e+00, 2.422347822473976731e+00, 1.690182783223096230e+00, 4.100000000000000000e+01, 0.000000000000000000e+00
4.346526347990973704e+00, 2.256987352168194683e+00, 2.072703446038443253e+00, 1.479385084417661700e+00, 5.000000000000000000e+01, 0.000000000000000000e+00
6.390958674610516255e+00, 3.198094936483615314e+00, 2.284607600729902543e+00, 1.747035902584194389e+00, 4.600000000000000000e+01, 0.000000000000000000e+00
5.356635368602221448e+00, 2.756180835946830499e+00, 2.249544666211013233e+00, 1.674609403164277532e+00, 4.600000000000000000e+01, 0.000000000000000000e+00
6.352853952123778569e+00, 2.988370512528806699e+01, 2.344161701955212784e+00, 4.096372120412492102e+00, 5.400000000000000000e+01, 0.000000000000000000e+00
9.581237195328462519e+00, 3.879502324557845938e+00, 2.632771723214696102e+00, 1.769187230196731075e+00, 4.500000000000000000e+01, 0.000000000000000000e+00
8.888805407460882435e+00, 3.172690531893412214e+00, 2.629428933191009232e+00, 1.726875155325388267e+00, 4.700000000000000000e+01, 0.000000000000000000e+00
6.285398606638674224e+00, 3.399781614892767756e+00, 2.267585055731434984e+00, 1.772988595233362163e+00, 6.200000000000000000e+01, 0.000000000000000000e+00
7.647934917639775065e+00, 3.520241763802925306e+00, 2.432333400831341752e+00, 1.758415792334315553e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
5.078576152560277279e+00, 2.645785237686125946e+00, 1.993826570124177744e+00, 1.568606774655418423e+00, 4.500000000000000000e+01, 0.000000000000000000e+00
7.810687154793852116e+00, 7.248430921340945687e+00, 2.462815437521387540e+00, 2.343582919888528515e+00, 7.100000000000000000e+01, 0.000000000000000000e+00
7.019722141771135071e+00, 1.202832632917099964e+00, 2.387163786082947325e+00, 1.321022249199690801e+00, 4.700000000000000000e+01, 0.000000000000000000e+00
1.061856661995423856e+01, 3.531367062087937825e+00, 2.679506996210186287e+00, 1.759556127145856630e+00, 3.700000000000000000e+01, 0.000000000000000000e+00
5.730308090932169307e+00, 7.576288468932638409e+01, 2.268835515048595486e+00, 7.239883954390888832e+00, 4.900000000000000000e+01, 1.000000000000000000e+00
7.929429566367289794e+00, 8.881384724053159374e+00, 2.405627997405475949e+00, 2.362878787924669766e+00, 4.100000000000000000e+01, 0.000000000000000000e+00
9.606862410579330103e+00, 4.635877182555014464e+00, 2.714202726606105287e+00, 1.995938993401221273e+00, 4.800000000000000000e+01, 0.000000000000000000e+00
6.488241421783135010e+00, 2.803764686347196111e+00, 2.275746936237430518e+00, 1.701952263121960129e+00, 5.100000000000000000e+01, 0.000000000000000000e+00
5.433629875639855555e+00, 3.092143924667229982e+00, 2.145799561914061737e+00, 1.708049225984382025e+00, 5.100000000000000000e+01, 0.000000000000000000e+00
1.024420412161789784e+01, 2.481901093084767140e+00, 2.833089291357430373e+00, 1.604219429198067370e+00, 4.900000000000000000e+01, 0.000000000000000000e+00
8.034883123407999150e+00, 2.941951211807697142e+00, 2.464326735340126362e+00, 1.677633832541745695e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
6.628209496881273921e+00, 1.948462599549985441e+01, 2.325684428959389649e+00, 3.491102322174365558e+00, 5.500000000000000000e+01, 0.000000000000000000e+00
7.207147454626291250e+00, 6.619719927645407509e+00, 2.361292515818520510e+00, 2.231303318375277733e+00, 6.300000000000000000e+01, 0.000000000000000000e+00
5.559902161368363238e+00, 6.606461836608350069e+00, 2.189864818839211136e+00, 2.060365841512928231e+00, 5.000000000000000000e+01, 0.000000000000000000e+00
1.147437689737362909e+01, 5.291366729939596780e+01, 2.871900557195588455e+00, 5.521083470180191632e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
9.287340373923219872e+00, 2.829879999325275897e+00, 2.579259195588992970e+00, 1.709028892087109064e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
1.330459768774355211e+01, 6.027161776504367907e+00, 2.983827886307188315e+00, 2.128351776636781434e+00, 5.000000000000000000e+01, 0.000000000000000000e+00
5.308574717489323191e+00, 5.178409623421329044e+00, 2.174827328594623577e+00, 1.878654575750046352e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
8.565513873917453225e+00, 8.163022213873816213e+00, 2.457839551322488880e+00, 2.306260677485247435e+00, 5.500000000000000000e+01, 0.000000000000000000e+00
6.478031856566063951e+00, 3.659265096031322884e+00, 2.324431384658033561e+00, 1.778998138110811311e+00, 5.900000000000000000e+01, 0.000000000000000000e+00
5.918039684756045915e+00, 1.828611063594695274e+00, 2.234072475641469158e+00, 1.510582940485414083e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
6.804450668577521455e+00, 4.994920464386294334e+00, 2.266898339932916784e+00, 2.011137883815487637e+00, 3.400000000000000000e+01, 0.000000000000000000e+00
7.457198197758987845e+00, 5.554431038809058307e+00, 2.386703539257258200e+00, 2.144319444835597555e+00, 3.600000000000000000e+01, 0.000000000000000000e+00
1.137431557261309045e+01, 3.818736348554602422e+00, 2.944060645037729795e+00, 1.899894522913130990e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
6.407207408823488493e+00, 1.657264812854862157e+01, 2.355022778736132860e+00, 2.972070932915955144e+00, 5.300000000000000000e+01, 0.000000000000000000e+00
7.609956522820310099e+00, 2.530177815859367740e+00, 2.475670428424346703e+00, 1.624211301207454827e+00, 3.500000000000000000e+01, 0.000000000000000000e+00
5.801834618121620935e+00, 3.561994841746677132e+00, 2.242456108437165252e+00, 1.757531022959339051e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
4.327292100881533266e+00, 3.706420258477692187e+00, 1.936043972445849581e+00, 1.812243018272384543e+00, 4.800000000000000000e+01, 0.000000000000000000e+00
5.357878740590013678e+00, 4.722675226564929218e+00, 2.147328726244177144e+00, 2.032083678743431321e+00, 5.600000000000000000e+01, 0.000000000000000000e+00
4.716340483366765923e+00, 5.959967893607741374e+00, 2.080787736430931290e+00, 1.972801946988483435e+00, 6.100000000000000000e+01, 0.000000000000000000e+00
9.671106596906254182e+00, 7.080417735570973647e+00, 2.564652450816010454e+00, 2.186658600819074927e+00, 5.800000000000000000e+01, 0.000000000000000000e+00
5.227547931210740018e+00, 3.619761573957882561e+00, 2.101302385661950822e+00, 1.690086230082819441e+00, 5.100000000000000000e+01, 0.000000000000000000e+00
6.756434684477893526e+00, 1.831344782881244804e+00, 2.207863843125875025e+00, 1.467581339302075349e+00, 5.900000000000000000e+01, 0.000000000000000000e+00
5.179689373179938272e+00, 4.920003006769692711e+00, 2.124750394665710918e+00, 2.060624109566615125e+00, 5.700000000000000000e+01, 0.000000000000000000e+00
8.236864004670666262e+00, 4.967499037318738431e+00, 2.445594431920463219e+00, 2.018144447734119495e+00, 5.500000000000000000e+01, 0.000000000000000000e+00
6.909449145018523808e+00, 2.592622827452203182e+00, 2.421372570350343256e+00, 1.569539710402392485e+00, 5.000000000000000000e+01, 0.000000000000000000e+00
7.048359582106025201e+00, 4.418229907671597623e+00, 2.495515813596430821e+00, 1.870800658023724417e+00, 4.800000000000000000e+01, 0.000000000000000000e+00
1.365773433878599263e+01, 4.181399716054519544e+00, 3.016282571195136430e+00, 1.906784285337253193e+00, 4.100000000000000000e+01, 0.000000000000000000e+00
7.004896858431926887e+00, 4.937844452366667802e+00, 2.432318916336351222e+00, 1.996738483495425598e+00, 4.000000000000000000e+01, 0.000000000000000000e+00
1.095042559846198493e+01, 3.723482084152910154e+00, 2.822265445069872314e+00, 1.748055996742631679e+00, 6.800000000000000000e+01, 0.000000000000000000e+00
6.299007402583839621e+00, 3.741059443164103548e+00, 2.245805192588149701e+00, 1.604135752132669124e+00, 7.300000000000000000e+01, 0.000000000000000000e+00
1.539959795392899622e+01, 8.831782710822612614e+01, 3.274971285139434585e+00, 7.718083575569925081e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.403626341488769214e+01, 1.853200376837720498e+01, 2.884602316901073937e+00, 3.074861736120142020e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.027626002334056210e+00, 4.265856202181247170e+00, 2.226446669857684579e+00, 1.806154764903816545e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.883975017245195005e+00, 4.100302876209828362e+00, 2.035208702402552472e+00, 1.831123517461398897e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.662309581881167730e+00, 1.347536340021217072e+01, 2.042124377866316731e+00, 2.867275100877784144e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.376384932017927554e+00, 6.557757483179454283e+00, 2.458423580352177673e+00, 2.154614170603529999e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.041076206858808462e+01, 4.938957246353250952e+00, 2.701811908628641401e+00, 1.910875594395823329e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.933800616375224024e+01, 6.543546410536682956e+00, 5.713851804614032304e+00, 2.160930440569478694e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
6.253846491933400031e+00, 6.576176731155982225e+00, 2.152553637667624642e+00, 2.150819662451964653e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.855908906151032767e+00, 5.106602049259857168e+00, 2.458901617855190569e+00, 2.005923378915575039e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.274232515666549581e+01, 7.323272551328090074e+00, 2.763334852241689621e+00, 2.104142168478730035e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.022710238366275703e+01, 8.401443555235665883e+00, 2.686906777416004477e+00, 2.323084913428612008e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.905991360039561044e+00, 5.430275276413254915e+00, 2.386912607698271849e+00, 2.007777572222587459e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.153436850184819562e+00, 1.855171277956171139e+01, 2.289517833939506808e+00, 3.218469741960045649e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.579071476961606990e+00, 7.772383620788275493e+00, 2.592248824665423612e+00, 2.402822155143486071e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.071326996553061406e+00, 3.346524842492321739e+00, 2.398625630973709733e+00, 1.629842156859806934e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.556127376399889073e+00, 6.539295081246567776e+00, 2.209390352349992703e+00, 2.127870760289379160e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.985184458255236706e+00, 5.588911477230041669e+00, 2.220502918335109044e+00, 1.991640158972905805e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.770424286596599117e+00, 3.190817027837217879e+00, 2.298547853336334157e+00, 1.635748186036107388e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.904324910463910570e+01, 8.537044816574049122e+00, 3.301391983206874325e+00, 2.312435040252116991e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.316773494518390208e+00, 7.151184472170497131e+00, 2.407683307843368592e+00, 2.210074546525296224e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.038834804483880880e+01, 5.070043689243126650e+00, 2.670556990564511235e+00, 1.929363272993653400e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.772927050179384345e+00, 5.141343379971379690e+00, 2.018501295049103916e+00, 1.990428682996951526e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.181439436548693322e+00, 7.375102718243502053e+00, 2.254921599866984483e+00, 2.106291484302217132e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.379497912229517098e+01, 5.155944824581068175e+00, 2.905459612893876553e+00, 1.851268057517086785e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.827123502578681169e+00, 3.567695820792010863e+00, 2.593000571514629815e+00, 1.675916540665345789e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.610870390860766221e+00, 5.109462598723444771e+00, 2.532603631996391602e+00, 2.015838999349300220e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.061480357311056721e+01, 4.452406896459256913e+00, 2.817093739540649011e+00, 1.842287751527828865e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.093788384153180360e+01, 8.275189048047566942e+00, 2.608100242497715993e+00, 2.239896626175331473e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.242496574272230525e+01, 4.105387651121190196e+00, 2.911978943113676888e+00, 1.743606039578515565e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.882075107911925471e+01, 1.239493887918776593e+01, 3.645335522811329998e+00, 3.236812594203144489e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.770073769116057250e+01, 2.159143057129484689e+01, 3.646267568515578539e+00, 3.803552333627840287e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.398527970250925279e+01, 1.803069021817983852e+01, 5.207875797623857217e+00, 3.541354063755037362e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.965543391523438999e+01, 3.744207551019923130e+01, 3.928202034900416528e+00, 5.109050914729300175e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.065448794868739668e+01, 1.556406832754841574e+01, 5.470562423015988607e+00, 3.510934745027381343e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.557007417706244823e+01, 1.254885431070945145e+01, 3.355802310664973476e+00, 2.993487134010116790e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.744538317854858178e+01, 1.140623521769899185e+01, 8.105323150774962571e+00, 3.130923130528173726e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.541120779976444410e+01, 4.275458284169064704e-01, 2.787048839246020648e+00, 9.035065115277434167e-01, 0.000000000000000000e+00, 0.000000000000000000e+00
1.313758273291715994e+01, 3.207553101727699385e+01, 3.052654941624731055e+00, 4.806492339381305712e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.418055427951437508e+01, 8.850291894164906026e+00, 4.900350171611289163e+00, 2.759273530122859253e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.155831378437833479e+01, 7.408494199322472440e+00, 3.837327768397846395e+00, 2.544531362422766119e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.602911166286905598e+01, 7.774853512042724901e+00, 3.352364124711878279e+00, 2.568976659909611548e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.611222163603038382e+01, 1.057633612346652541e+01, 3.480800558580468440e+00, 2.895125449137810669e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.602163914504289366e+01, 1.128429098175081258e+01, 3.416750756808372813e+00, 3.003327908175647654e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.383411556703899592e+01, 1.809873046960995424e+01, 3.013169849782133092e+00, 3.692075405927957021e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.452243866140780071e+01, 1.561362141389515301e+01, 3.314763042398711335e+00, 3.419191710762496506e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.907425561433903738e+00, 1.853908672163728966e+01, 2.564795385751703183e+00, 3.586806154878942277e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.478403469353278865e+01, 8.871039089234674435e+00, 3.135636439398775455e+00, 2.613275549951485477e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.584640230863046284e+01, 1.427066830610362302e+01, 3.417189688408247328e+00, 3.398518101486512233e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.248890771561116608e+00, 1.314752664863814147e+01, 2.606324550319563560e+00, 3.109179469271385887e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.511459849814169232e+01, 2.447341745558222925e+01, 3.915602224624588068e+00, 4.224917407212348763e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.250742714873859640e+01, 1.641954201614595732e+01, 4.048937634398418695e+00, 3.617801008566354781e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.315215908690143820e+00, 1.572693487159952141e+01, 2.595625651653711063e+00, 3.465940221674420840e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.448377300735957718e+01, 1.274467608775106164e+01, 2.968774074138243790e+00, 3.064292378717285548e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.215482719974811232e+01, 1.054217771189578556e+01, 2.925662534099411793e+00, 3.063487085116919140e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.921798346057430251e+01, 1.674283459032325894e+01, 3.468671769131523419e+00, 3.587871143109104377e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.060784107513233643e+01, 2.515004640434730021e+01, 2.764493136811824403e+00, 4.336908467769768905e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.193205671149322988e+01, 1.014935038644486198e+01, 2.979227390909282125e+00, 2.961438216682508173e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.597296934949176261e+01, 1.200083242581265530e+01, 3.567043783904497722e+00, 3.044174479090175467e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.116014966474204684e+01, 1.425585756299725304e+01, 3.613894790446755323e+00, 3.249094524967286457e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.448626937582757179e+00, 6.083077914962375488e+00, 2.429708428606049520e+00, 2.084497636299420531e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.958519716622401319e+00, 5.314559871129661772e+00, 1.933566219763813043e+00, 1.969267030145641861e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.220599296899216313e+00, 5.474817059638624528e+00, 2.127297013985230301e+00, 1.971321313189918767e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.883378907429239746e+00, 9.785713731115478708e+00, 2.305717129610576066e+00, 2.514965163784293800e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.857345517006993241e+00, 1.418381308786042183e+01, 1.885139661965561819e+00, 3.015087159657767302e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.601536830582825033e+00, 2.572042727501329118e+00, 2.427213336688780920e+00, 1.560118649474695474e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.508891458205429359e+00, 6.887305861912880189e+00, 2.116841050816792524e+00, 2.030060196382053039e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.931853150178330480e+00, 3.676827153289134564e+00, 2.225601950810655261e+00, 1.673676753294969677e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.891347879194484882e+00, 1.200119198834418199e+01, 2.029783079872130802e+00, 2.865026321493521877e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.331510625249894275e+00, 4.299671280773761595e+00, 2.184735891076136305e+00, 1.756591505871880399e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.974932915970686764e+00, 4.526110209054657219e+00, 2.566584500187546691e+00, 1.844582544466115026e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.787604048625841102e+00, 4.699153411948389092e+00, 2.348177785236408965e+00, 1.881896892482170403e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.123406355304129178e+01, 5.020175355627268132e+00, 2.768361911677242215e+00, 1.901465710177328461e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.034619655335350252e+01, 3.242176565012023559e+00, 2.674662912839263385e+00, 1.667226696514672701e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.341189771619591298e+00, 4.306791283793823588e+00, 2.333912277379706524e+00, 1.842348634038234012e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.880061235479024262e+00, 3.941876723677048666e+00, 2.405964098513112770e+00, 1.726657989714839081e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.175532789332779160e+00, 4.011041074004040752e+00, 2.596294500617438938e+00, 1.751176680867535307e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.307976540182592373e+01, 1.568415161212643483e+01, 2.930390585587549168e+00, 3.078519166810031571e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.804528653027546170e+00, 7.370941894334700706e+00, 2.409932521365964586e+00, 2.179547813259476552e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.074427824345253413e+00, 3.846708329835578866e+00, 2.339468090016566748e+00, 1.670620713231695031e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.703243423393500322e+00, 3.248127266065869101e+00, 2.105408432147945152e+00, 1.627052391838639922e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.315492925486573483e+01, 3.069847693356307694e+00, 2.851760684914575794e+00, 1.569539954323135866e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.038225974992094613e+01, 8.693136585145083473e+00, 2.663582653596603400e+00, 2.056053174220201729e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.669621761129402415e+00, 2.433666308539590517e+01, 2.359753252039770377e+00, 4.351681727882380279e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.750699468869562736e+00, 8.396118011472070819e+00, 2.481393520709331835e+00, 2.353259994002887101e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.238645695102329469e+00, 2.954929076376648922e+00, 2.578727656522918021e+00, 1.581824434580045402e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.448607448731518588e+00, 3.861697177769507938e+00, 2.341424227057548269e+00, 1.637119646389870731e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.062290578677600372e+01, 3.975024930189544392e+00, 2.679585091086374771e+00, 1.765546648185543077e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.215073607331672534e+01, 8.217965600509151258e+00, 2.730732846891732457e+00, 2.252073215813112039e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.029510942917618443e+01, 5.568756700634695633e+00, 2.707707958182749675e+00, 1.985577683942000959e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
