# kurt_ECR, kurt_FCU, skew_ECR, skew_FCU, SSC_ECR, SSC_FCU
1.626942797642176686e+01, 5.183059780011424422e+00, 3.205650040045351812e+00, 2.112128616429964634e+00, 1.000000000000000000e+00, 1.300000000000000000e+01
6.810795750011571670e+00, 6.011819477385211385e+00, 1.989390559242154577e+00, 2.150436864632855993e+00, 0.000000000000000000e+00, 1.600000000000000000e+01
9.915939371866461016e+00, 5.185163470220670590e+00, 2.464278051981334983e+00, 2.050353280208397244e+00, 0.000000000000000000e+00, 1.500000000000000000e+01
1.945685377037668928e+01, 4.179720160422672137e+00, 3.271646684389588611e+00, 1.924321433409612592e+00, 1.000000000000000000e+00, 1.200000000000000000e+01
5.432980477547026510e+00, 8.791009062058865453e+00, 2.028338125116938340e+00, 2.525210696726594595e+00, 0.000000000000000000e+00, 1.700000000000000000e+01
4.294960788859662593e+00, 5.540739457926548539e+00, 1.685107779292187580e+00, 2.209139063248639623e+00, 0.000000000000000000e+00, 1.400000000000000000e+01
8.578116862514981733e+00, 1.595755770809829599e+01, 2.372762570414323147e+00, 3.046935605875479069e+00, 0.000000000000000000e+00, 5.000000000000000000e+00
4.287138886316174791e+00, 4.754025026649289387e+00, 1.849225497266983709e+00, 2.096020516763711150e+00, 0.000000000000000000e+00, 1.200000000000000000e+01
2.217225578242819850e+00, 3.587954911347525311e+00, 1.519776200298285085e+00, 1.843195543143909321e+00, 0.000000000000000000e+00, 1.900000000000000000e+01
1.083445239745289612e+01, 1.122834566731286898e+01, 3.010082988253928615e+00, 2.757350355256808161e+00, 5.000000000000000000e+00, 1.000000000000000000e+00
6.658805084161741661e+00, 1.917945841105797555e+01, 2.376551601248845014e+00, 3.302292517606998157e+00, 0.000000000000000000e+00, 2.000000000000000000e+00
1.121479456550938991e+01, 2.069923346797152064e+01, 3.052894989393228897e+00, 3.682400065626163510e+00, 0.000000000000000000e+00, 2.000000000000000000e+00
7.485251395497888538e+00, 5.230953169821606963e+00, 2.524523179580214549e+00, 2.042419491219820138e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
1.629955117288873723e+01, 3.083187391933459587e+00, 3.245566530366949198e+00, 1.743066711929605273e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
1.063317963767673646e+01, 3.654265761393442169e+00, 2.745697909689455596e+00, 1.845005475358921121e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
1.202425441259610039e+01, 7.588247178321221753e+00, 3.112543795758769605e+00, 2.383958283856630445e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
7.880317712919444162e+00, 5.937426490032757798e+00, 2.516600978126270149e+00, 2.261795638322331659e+00, 2.000000000000000000e+00, 6.000000000000000000e+00
1.232405400314991617e+01, 1.047924771973104718e+01, 2.935459753255196258e+00, 2.764418572004456731e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
1.162158558008062670e+01, 1.037433996515404111e+01, 3.176330769902684814e+00, 2.480281513049182873e+00, 5.000000000000000000e+00, 1.000000000000000000e+00
9.992551988094085402e+00, 1.797146428488641234e+01, 2.896711598233992380e+00, 3.286390274596516115e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
2.055200937073323431e+01, 8.124941660928556075e+00, 3.773466572525089546e+00, 2.574021921818355541e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
1.840173817163612213e+01, 6.712050552474964960e+00, 3.504845408293212117e+00, 2.335468809095957443e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
6.222564247657585312e+00, 3.969303671128967537e+00, 2.359503781982938531e+00, 1.911985710549941375e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.232026621376700959e+01, 8.074554073357205652e+00, 3.694020554956266356e+00, 2.445101376464457577e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
9.188131914693466129e+00, 3.175998703385870314e+00, 2.644420896166484347e+00, 1.801456670005039395e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
1.492725456627557179e+01, 4.061719714320942032e+00, 3.244888553174973822e+00, 1.956911195132083892e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
9.179526693051256458e+00, 5.566168927328762450e+00, 2.713034863872528124e+00, 2.080587565865845701e+00, 2.000000000000000000e+00, 1.000000000000000000e+00
1.364390699177537414e+01, 6.741899835612500169e+00, 3.288325323190858906e+00, 2.174349609559112828e+00, 3.000000000000000000e+00, 0.000000000000000000e+00
1.245776555753796977e+01, 6.149654450451471632e+00, 3.072967267467684671e+00, 2.354669568248540124e+00, 2.000000000000000000e+00, 1.000000000000000000e+00
5.445636366775776338e+00, 3.404367040957218649e+00, 2.217835249571276091e+00, 1.789496269200925971e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.046207380319495783e+00, 3.315641270447029498e+00, 2.363515616797327024e+00, 1.780600459617499798e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.660736115110033495e+00, 1.031826045389935054e+01, 2.508107410919988567e+00, 2.511032138910775480e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
8.156036678859347688e+00, 7.553604917274356012e+00, 2.528459221043855454e+00, 2.454039558346192695e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
7.979872528354128747e+00, 3.398623679412289711e+00, 2.561489286483732197e+00, 1.850696771256549411e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
1.076853220032156955e+01, 6.140843268195183668e+00, 2.979352815109972408e+00, 2.294417879244765590e+00, 4.000000000000000000e+00, 1.000000000000000000e+00
6.417707554271510517e+00, 6.765616569834882910e+00, 2.407801042992085083e+00, 2.344055338768187280e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
9.768054538244973273e+00, 1.292384427616448406e+01, 2.760104229298271594e+00, 2.880725636180718308e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
8.397394522792929195e+00, 2.790062264530225988e+00, 2.519858582519513668e+00, 1.590000434418886277e+00, 2.000000000000000000e+00, 1.000000000000000000e+00
4.846957283346696954e+00, 4.460427343321506477e+00, 2.097525335378914502e+00, 1.896163562002893821e+00, 4.000000000000000000e+00, 6.000000000000000000e+00
1.779991511462620579e+01, 1.052039638665694810e+01, 3.343371425477432712e+00, 2.790916658500264269e+00, 2.300000000000000000e+01, 0.000000000000000000e+00
1.755602733776308000e+01, 6.109643588669596781e+00, 3.600212156444021705e+00, 2.269715742576949857e+00, 2.200000000000000000e+01, 0.000000000000000000e+00
1.086906893703741517e+01, 8.589198934884539227e+00, 2.849358324392082142e+00, 2.584957603946712368e+00, 3.400000000000000000e+01, 0.000000000000000000e+00
2.615035826985705825e+01, 5.195546457724507405e+00, 4.082766198398717350e+00, 2.082416916885322600e+00, 2.700000000000000000e+01, 0.000000000000000000e+00
1.468122716907638647e+01, 1.441528669137555241e+01, 3.094620353234283527e+00, 3.229420884052657037e+00, 3.000000000000000000e+01, 2.000000000000000000e+00
2.345983849244038666e+01, 8.620043363140121429e+00, 4.012676025845849814e+00, 2.520543197306103878e+00, 2.200000000000000000e+01, 0.000000000000000000e+00
9.464935510409242525e+00, 6.157181745706727938e+00, 2.716703046019997014e+00, 2.181986407716329346e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
1.131834733125790216e+01, 7.413427624980473141e+00, 2.711954759587989372e+00, 2.343649941105153012e+00, 2.200000000000000000e+01, 1.000000000000000000e+00
1.268291177908550615e+01, 7.930859764217030872e+00, 3.043205269972112159e+00, 2.533534764683039509e+00, 2.400000000000000000e+01, 0.000000000000000000e+00
3.188798999081370766e+01, 1.239217589448657186e+01, 4.280827682824353886e+00, 2.980173930512903357e+00, 1.900000000000000000e+01, 0.000000000000000000e+00
1.594876847523575236e+01, 7.381094812654700021e+00, 3.291441728942755329e+00, 2.298436170445150140e+00, 2.800000000000000000e+01, 0.000000000000000000e+00
2.257335595664838479e+01, 8.496774805879947934e+00, 3.428614170479681977e+00, 2.466198760846080695e+00, 1.200000000000000000e+01, 0.000000000000000000e+00
9.411958763063861255e+00, 6.051385894450145742e+00, 2.706152375028587631e+00, 2.147484644855457869e+00, 3.800000000000000000e+01, 0.000000000000000000e+00
1.538586363837803717e+01, 5.723947517406690721e+00, 3.186682739924713736e+00, 2.160186081960537852e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
1.233579997576947207e+01, 5.050668975121213933e+00, 2.882223436629461233e+00, 2.091373855661265324e+00, 2.100000000000000000e+01, 0.000000000000000000e+00
1.306911623733382299e+01, 6.805027937079429989e+00, 3.026360026836100392e+00, 2.232360435064008275e+00, 3.200000000000000000e+01, 0.000000000000000000e+00
1.527740023617208820e+01, 4.519262160788367844e+00, 3.209011347774813228e+00, 1.932467607396534781e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
9.710798677662106471e+00, 9.362345682547621450e+00, 2.668719509796404488e+00, 2.580983220667832256e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
6.406449417775872845e+00, 5.875265910420942816e+00, 2.289529640262146781e+00, 1.948102562953417216e+00, 2.100000000000000000e+01, 0.000000000000000000e+00
6.659052599264331462e+00, 6.192450326417839435e+00, 2.351083089575580765e+00, 2.149922295306470499e+00, 2.800000000000000000e+01, 0.000000000000000000e+00
8.639268771281777504e+00, 5.800533431292345554e+00, 2.526835237652211852e+00, 2.192210903145511924e+00, 5.200000000000000000e+01, 0.000000000000000000e+00
3.132881329542826165e+01, 6.945135805212153457e+00, 4.001851615302098431e+00, 2.319553213071962272e+00, 1.200000000000000000e+01, 0.000000000000000000e+00
1.039746205195490703e+01, 1.520987333756361792e+01, 2.707276866198213394e+00, 2.936729048759302518e+00, 3.200000000000000000e+01, 1.000000000000000000e+00
1.156956528427856767e+01, 8.165853188392102169e+00, 2.864029497082621223e+00, 2.383205389788413786e+00, 2.000000000000000000e+01, 0.000000000000000000e+00
1.286968219830497340e+01, 6.152887059977212303e+00, 2.975473665013388391e+00, 2.198114923502042295e+00, 3.800000000000000000e+01, 0.000000000000000000e+00
1.430273256078222133e+01, 3.842801009110488941e+00, 3.118359521271322876e+00, 1.799706137514647475e+00, 3.900000000000000000e+01, 0.000000000000000000e+00
9.088443621071624179e+00, 5.632023141525323240e+00, 2.548551360058310955e+00, 2.126752280252069749e+00, 3.400000000000000000e+01, 0.000000000000000000e+00
1.580013184700886697e+01, 7.169866378752134395e+00, 2.929550771684894084e+00, 2.255159069359677027e+00, 3.700000000000000000e+01, 0.000000000000000000e+00
6.777860371918920990e+00, 4.801811899379610615e+00, 2.264715522140335668e+00, 1.893326305947619526e+00, 3.800000000000000000e+01, 0.000000000000000000e+00
1.749373730604910548e+01, 1.747595106300470391e+01, 3.453114106053308596e+00, 2.964289514917493928e+00, 4.400000000000000000e+01, 1.000000000000000000e+00
5.234852545870907647e+00, 8.669014360102428540e+00, 2.116688073275817317e+00, 2.571135197582100851e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
5.300182923667932755e+00, 5.306926081679106844e+00, 2.052673867423688403e+00, 2.048685425606458388e+00, 1.500000000000000000e+01, 0.000000000000000000e+00
3.573437791155599008e+00, 5.360498357115666579e+00, 1.817363078278813937e+00, 2.153662565272539631e+00, 9.000000000000000000e+00, 0.000000000000000000e+00
5.896566453333086599e+00, 6.570759556848214444e+00, 2.201220672764841346e+00, 2.242357243289919921e+00, 2.500000000000000000e+01, 2.000000000000000000e+00
5.639690461572511637e+00, 6.600024100622832179e+00, 2.061203508014999741e+00, 2.066161634943340708e+00, 1.700000000000000000e+01, 1.000000000000000000e+00
7.876332571087779399e+00, 1.336041695541355168e+01, 2.406497428366081603e+00, 2.879581861947938748e+00, 1.100000000000000000e+01, 2.000000000000000000e+00
4.810686792203097362e+00, 6.264785510209682329e+00, 1.944602790712522289e+00, 2.145655558805641849e+00, 1.500000000000000000e+01, 1.000000000000000000e+00
3.152118964583483063e+00, 4.826724427081877877e+00, 1.759502862540818224e+00, 1.954807588120972328e+00, 1.400000000000000000e+01, 0.000000000000000000e+00
1.382971466689985718e+01, 3.666129491089769488e+00, 2.871623443638048556e+00, 1.863217474588156897e+00, 1.200000000000000000e+01, 0.000000000000000000e+00
6.246681339091361806e+00, 7.191696662810624474e+00, 2.130998499965090165e+00, 2.360385970021765534e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
8.651301185243370995e+00, 4.111315056855888272e+00, 2.469647175943946671e+00, 1.951759832903407377e+00, 6.000000000000000000e+00, 0.000000000000000000e+00
5.769676595788848061e+00, 6.321163715749149148e+00, 2.106598766566427194e+00, 2.282621654282503076e+00, 1.800000000000000000e+01, 0.000000000000000000e+00
1.091616497696225174e+01, 5.108769393319530394e+00, 2.564859517406434364e+00, 2.138091909067300289e+00, 1.700000000000000000e+01, 0.000000000000000000e+00
6.233713855762568201e+00, 6.617282867741208108e+00, 2.203193825419769158e+00, 2.274540123220595067e+00, 2.300000000000000000e+01, 0.000000000000000000e+00
5.411277583078636155e+00, 3.513622565846435286e+00, 2.111045195177230216e+00, 1.783134024699157827e+00, 2.100000000000000000e+01, 0.000000000000000000e+00
5.733877791961596415e+00, 4.316981920040134035e+00, 2.131133423885728462e+00, 2.013042595937139190e+00, 1.200000000000000000e+01, 0.000000000000000000e+00
6.842343714718303715e+00, 5.638982127834784919e+00, 2.261488539950813337e+00, 2.206656909016193602e+00, 1.900000000000000000e+01, 0.000000000000000000e+00
4.650516733374417733e+00, 3.759977625869542095e+00, 2.027421560744423701e+00, 1.869024133182469072e+00, 1.900000000000000000e+01, 0.000000000000000000e+00
6.714653405069389791e+00, 6.726005800528792378e+00, 2.250554985075419623e+00, 2.267816118675466175e+00, 1.800000000000000000e+01, 1.000000000000000000e+00
8.401449130870625837e+00, 7.118265378482568906e+00, 2.307400061738121178e+00, 2.309639822311419621e+00, 1.600000000000000000e+01, 1.000000000000000000e+00
5.499311837986436302e+00, 3.309907319172298301e+00, 2.064984858997672479e+00, 1.716047739376008074e+00, 1.300000000000000000e+01, 1.000000000000000000e+00
5.045746832545198401e+00, 3.515022551098990533e+00, 1.950834286063548584e+00, 1.789371874052443134e+00, 1.600000000000000000e+01, 0.000000000000000000e+00
3.621306345766329038e+00, 6.056721340728756786e+00, 1.793478948998752820e+00, 2.158089368288932164e+00, 1.300000000000000000e+01, 1.000000000000000000e+00
7.205825615598083544e+00, 4.218461744186805973e+00, 2.155649293212034134e+00, 1.838365331706460992e+00, 1.800000000000000000e+01, 0.000000000000000000e+00
8.862445833587557331e+00, 2.622256368515656355e+00, 2.507939078176331993e+00, 1.611219820678558179e+00, 1.900000000000000000e+01, 0.000000000000000000e+00
5.875089544694827026e+00, 3.108894205458781812e+00, 2.105787714619301809e+00, 1.754969360452843574e+00, 2.600000000000000000e+01, 0.000000000000000000e+00
5.089553643442117803e+00, 2.889378214451379101e+00, 1.994967989820658483e+00, 1.619944440921017970e+00, 1.700000000000000000e+01, 0.000000000000000000e+00
5.153029682568632808e+00, 8.743139201226957979e+00, 1.965928074293271877e+00, 2.377287593608020000e+00, 1.700000000000000000e+01, 1.000000000000000000e+00
8.858307302570475272e+00, 5.544702957609203509e+00, 2.497524729295911960e+00, 2.120117005960948209e+00, 2.100000000000000000e+01, 1.000000000000000000e+00
7.453737317741300217e+00, 1.473041717817350715e+00, 2.153534067081221526e+00, 1.378882847338474438e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
2.904441982661520427e+01, 1.049416324057074235e+01, 3.888040306610712538e+00, 2.630889857546073074e+00, 6.000000000000000000e+00, 0.000000000000000000e+00
9.553528987223355529e+00, 1.026901265747365244e+01, 2.425407343366824175e+00, 2.403616453685313292e+00, 6.000000000000000000e+00, 0.000000000000000000e+00
8.518677428010020591e+00, 4.351521315939443468e+00, 2.428224085062442139e+00, 1.801083277654373482e+00, 1.100000000000000000e+01, 0.000000000000000000e+00
2.124622476720232456e+01, 5.824554746000499605e+00, 3.310379107179235003e+00, 2.041080853852467403e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.101705431025840909e+01, 6.069600228997414249e+00, 2.491083070465673455e+00, 2.089867215702086778e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
1.791550091986560034e+01, 5.525580182552923603e+00, 3.457864333724669059e+00, 1.984211178355589134e+00, 9.000000000000000000e+00, 0.000000000000000000e+00
1.573688110487488601e+01, 7.808917289105107074e+00, 3.162044453319274862e+00, 2.367242630107511125e+00, 1.500000000000000000e+01, 0.000000000000000000e+00
6.864516548378080785e+00, 8.506275977866511795e+00, 2.281301571464719125e+00, 2.473384269462646223e+00, 8.000000000000000000e+00, 0.000000000000000000e+00
2.036377766366619824e+01, 7.697808844962120034e+00, 3.536079332089378191e+00, 2.345226699959709560e+00, 1.100000000000000000e+01, 0.000000000000000000e+00
1.177186385092540633e+01, 8.713872014210778616e+00, 2.715795500904690574e+00, 2.479647033624108765e+00, 9.000000000000000000e+00, 0.000000000000000000e+00
1.125577824575743513e+01, 5.229747715824711207e+00, 2.831762825379305681e+00, 1.942352283058544682e+00, 1.600000000000000000e+01, 0.000000000000000000e+00
1.229327128836913197e+01, 7.666717383683067766e+00, 2.849319062817403658e+00, 2.267466351873023367e+00, 1.000000000000000000e+01, 0.000000000000000000e+00
1.242838530648030293e+01, 3.028583290890352941e+00, 3.000904730737551152e+00, 1.580696980135630092e+00, 1.700000000000000000e+01, 0.000000000000000000e+00
1.508994906594552887e+01, 6.758208294163004837e+00, 2.841635133523429335e+00, 2.059101638434279291e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
1.488937138829804852e+01, 5.454372955622593722e+00, 3.075016649075074326e+00, 1.917144762762176047e+00, 8.000000000000000000e+00, 0.000000000000000000e+00
9.250895543959735789e+00, 6.351032519026137635e+00, 2.441633747203108218e+00, 2.162692528094141142e+00, 7.000000000000000000e+00, 0.000000000000000000e+00
5.819803752869868063e+00, 9.606741192720571476e+00, 2.166685407043162037e+00, 2.390189975331931116e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
6.066490017910526333e+00, 3.662339675614259882e+00, 2.225742689245467698e+00, 1.702752687649136787e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
2.286913042700169996e+01, 2.102830205452066004e+00, 3.569405281770067440e+00, 1.434579939889523370e+00, 6.000000000000000000e+00, 0.000000000000000000e+00
1.491377440838862967e+01, 6.988230360197382751e+00, 3.077520100574659523e+00, 2.250861769147803226e+00, 8.000000000000000000e+00, 0.000000000000000000e+00
4.733165136753115831e+01, 6.278005198568571643e+00, 5.021328750724138423e+00, 2.020798201528750226e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
1.263814492967939529e+01, 7.303431748303083282e+00, 2.890645002672375785e+00, 2.191018466818341448e+00, 3.500000000000000000e+01, 0.000000000000000000e+00
9.545630380778954205e+00, 1.938525134447433373e+01, 2.587348559600259001e+00, 3.208237767629540826e+00, 1.100000000000000000e+01, 1.000000000000000000e+00
4.794916576642422434e+00, 5.810766634755731630e+00, 1.982470441916157400e+00, 1.923207338808572420e+00, 7.000000000000000000e+00, 0.000000000000000000e+00
3.229161955639737158e+01, 9.940606587989568865e+00, 4.469300115195412815e+00, 2.474198651120270931e+00, 7.000000000000000000e+00, 0.000000000000000000e+00
1.393808641626586109e+01, 8.817656343647440664e+00, 2.909439788383854086e+00, 2.323900452671376460e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
6.356936115923536690e+00, 2.734042481002339819e+00, 2.272925149776146458e+00, 1.494402566509291042e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
4.981507735781060653e+00, 3.966992791849445865e+00, 1.975004249507266829e+00, 1.750194003147974797e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
1.226563346512427799e+01, 3.502517324443264357e+00, 2.645487307389445597e+00, 1.681189939561862134e+00, 7.000000000000000000e+00, 0.000000000000000000e+00
