# WA_ECR, WA_FCU, WL_ECR, WL_FCU, SD_ECR, SD_FCU
6.070000000000000000e+02, 1.500000000000000000e+01, 1.131756963251794730e+02, 1.197601919179880170e+01, 1.666402664143467327e-01, 2.403656681309733825e-02
5.860000000000000000e+02, 4.600000000000000000e+01, 1.108375089687151558e+02, 1.867992174324309218e+01, 1.599081714268539012e-01, 3.281172890591355779e-02
6.350000000000000000e+02, 5.600000000000000000e+01, 1.118804641833697957e+02, 2.037424435259305966e+01, 1.637894792306271996e-01, 3.809549871230170914e-02
5.240000000000000000e+02, 0.000000000000000000e+00, 9.517556724404805379e+01, 1.011242309720282684e+01, 1.487351700107876484e-01, 1.692705260756484711e-02
4.620000000000000000e+02, 0.000000000000000000e+00, 8.896664624478191286e+01, 6.502925255598461796e+00, 1.487788471635460019e-01, 1.415488718500238288e-02
5.110000000000000000e+02, 2.000000000000000000e+00, 9.580755308872852538e+01, 1.001112795054660687e+01, 1.299331346097324924e-01, 1.755041490826145245e-02
5.450000000000000000e+02, 2.000000000000000000e+00, 1.005332596863311494e+02, 1.129208980634705739e+01, 1.605476268056686973e-01, 1.881219766792691442e-02
4.320000000000000000e+02, 0.000000000000000000e+00, 7.756990446668829975e+01, 6.647517577777088960e+00, 1.413932753442989909e-01, 1.505291383268111439e-02
4.110000000000000000e+02, 0.000000000000000000e+00, 8.562874140462581352e+01, 5.663107787204915589e+00, 1.560457285776337133e-01, 1.239064598913793697e-02
5.440000000000000000e+02, 3.600000000000000000e+01, 9.544497535077935879e+01, 1.720473333067154442e+01, 1.515502685942039796e-01, 3.718183111646806982e-02
5.580000000000000000e+02, 1.200000000000000000e+01, 1.020971223608226097e+02, 1.296809144580145201e+01, 1.704319215989443526e-01, 2.750088760053426978e-02
5.410000000000000000e+02, 0.000000000000000000e+00, 1.058470440139542887e+02, 9.294265856217649002e+00, 1.875704939077536271e-01, 1.823893823433141506e-02
4.190000000000000000e+02, 2.900000000000000000e+01, 7.992082718465648838e+01, 1.281890093350059345e+01, 1.681760909370478840e-01, 4.184044370428188775e-02
5.010000000000000000e+02, 7.000000000000000000e+00, 9.639485759800035680e+01, 1.012397872917517994e+01, 1.615389990494137396e-01, 2.032959806672316946e-02
5.940000000000000000e+02, 0.000000000000000000e+00, 1.172001108418069606e+02, 9.982754997402892627e+00, 1.949842868404512153e-01, 1.692954747108578115e-02
6.070000000000000000e+02, 1.700000000000000000e+01, 1.078060656799256378e+02, 1.419828701988053687e+01, 1.914748109215170246e-01, 2.673753321228409044e-02
6.090000000000000000e+02, 3.000000000000000000e+01, 1.223239149717500709e+02, 1.594494502592924334e+01, 2.264368600962292921e-01, 3.419978381509904131e-02
5.860000000000000000e+02, 3.100000000000000000e+01, 1.101948861483808457e+02, 1.648074206076881154e+01, 1.820746623559376942e-01, 3.184329132707892918e-02
5.200000000000000000e+02, 3.600000000000000000e+01, 9.345523421917950202e+01, 1.490141196500040444e+01, 2.021123303025714191e-01, 3.532100671015462462e-02
5.370000000000000000e+02, 2.500000000000000000e+01, 1.065554871071605589e+02, 1.474163644076995361e+01, 1.869995654000080054e-01, 2.950641447857608318e-02
5.320000000000000000e+02, 3.000000000000000000e+00, 9.313932349119605192e+01, 1.148489748581888925e+01, 1.780148773980753940e-01, 2.331173558798708273e-02
5.690000000000000000e+02, 2.000000000000000000e+01, 1.204913084567564567e+02, 1.472152719080543548e+01, 2.203602942529179209e-01, 2.860604508712838098e-02
4.900000000000000000e+02, 1.500000000000000000e+01, 9.333270350864296461e+01, 1.182124080081199224e+01, 1.988727738339542417e-01, 2.660233813540336181e-02
3.610000000000000000e+02, 0.000000000000000000e+00, 6.728924243017196716e+01, 5.566472637761315845e+00, 1.675072204608190896e-01, 1.532010138150709591e-02
5.290000000000000000e+02, 1.700000000000000000e+01, 1.019063726728316936e+02, 1.265799447286800472e+01, 1.873558257339832389e-01, 2.570587856714915201e-02
5.850000000000000000e+02, 1.400000000000000000e+01, 1.067946732668507366e+02, 1.039620557998031281e+01, 2.055077887334563758e-01, 2.437137900472928151e-02
6.080000000000000000e+02, 0.000000000000000000e+00, 1.172971146424626880e+02, 1.106673257917328712e+01, 2.021974731646557222e-01, 1.944653458662372325e-02
6.600000000000000000e+02, 6.000000000000000000e+00, 1.339725175386474803e+02, 1.401305870358833872e+01, 2.512436366836346968e-01, 2.570133356969311889e-02
6.000000000000000000e+02, 3.000000000000000000e+00, 1.191256640994524929e+02, 1.159213196417570124e+01, 2.279792526207368442e-01, 2.407818531080355151e-02
6.430000000000000000e+02, 0.000000000000000000e+00, 1.194859692393364838e+02, 8.892815082243629377e+00, 2.188156906683514369e-01, 1.770599817073080506e-02
7.380000000000000000e+02, 0.000000000000000000e+00, 1.528518638160713863e+02, 7.382099947770699444e+00, 2.292761519535384818e-01, 1.515802438368963126e-02
7.410000000000000000e+02, 0.000000000000000000e+00, 1.482521702197816182e+02, 7.973580346379861794e+00, 2.003576785129259907e-01, 1.447047179035099856e-02
6.890000000000000000e+02, 0.000000000000000000e+00, 1.368735950207114058e+02, 9.305936347178667134e+00, 2.008745167218676242e-01, 1.684924177469921888e-02
6.290000000000000000e+02, 0.000000000000000000e+00, 1.251834381878012010e+02, 6.536067518714229863e+00, 2.140922052536438358e-01, 1.275061012420628317e-02
6.510000000000000000e+02, 0.000000000000000000e+00, 1.281406167222470458e+02, 6.685973440557533287e+00, 1.908603781356996709e-01, 1.378359175599960969e-02
4.360000000000000000e+02, 0.000000000000000000e+00, 8.430145028271230956e+01, 6.697025073562952180e+00, 1.410033903662402111e-01, 1.444565488778690870e-02
6.240000000000000000e+02, 0.000000000000000000e+00, 1.180462000908512721e+02, 6.942086175975853202e+00, 1.750669589862921538e-01, 1.388462188966483983e-02
5.820000000000000000e+02, 0.000000000000000000e+00, 1.140964084808311014e+02, 6.180715001603887870e+00, 1.675715075759345030e-01, 1.352364246446427151e-02
6.550000000000000000e+02, 0.000000000000000000e+00, 1.305745840998268079e+02, 8.370040161228448738e+00, 1.787794656789358783e-01, 1.404911009186412055e-02
5.270000000000000000e+02, 0.000000000000000000e+00, 1.026659158118295352e+02, 7.867439316766311919e+00, 1.764493803001219163e-01, 1.542107238583226292e-02
5.080000000000000000e+02, 0.000000000000000000e+00, 1.011188956839087325e+02, 5.871804397055123026e+00, 1.641199887036260407e-01, 1.201201547331064677e-02
5.480000000000000000e+02, 0.000000000000000000e+00, 1.067849682545454328e+02, 7.378632807784059722e+00, 1.916416289503417303e-01, 1.470345571475211235e-02
5.440000000000000000e+02, 0.000000000000000000e+00, 9.950303184359488284e+01, 6.160679307377689540e+00, 1.793990568086511195e-01, 1.451136962953272769e-02
5.380000000000000000e+02, 0.000000000000000000e+00, 1.047187008652109199e+02, 7.216798058559898976e+00, 1.912926722306784455e-01, 1.521345819142574940e-02
6.040000000000000000e+02, 8.000000000000000000e+00, 1.168042992553678090e+02, 9.305624500593319581e+00, 1.990280617073592329e-01, 1.867908608178119739e-02
5.510000000000000000e+02, 0.000000000000000000e+00, 1.064922887963925007e+02, 8.632053001211389187e+00, 1.807623466698170256e-01, 1.581333687169795416e-02
5.660000000000000000e+02, 0.000000000000000000e+00, 1.101966372618684460e+02, 7.071017403407329205e+00, 1.854796033350603890e-01, 1.520316789799990020e-02
6.280000000000000000e+02, 0.000000000000000000e+00, 1.220371500619734206e+02, 7.014011256694113072e+00, 2.026114636895987309e-01, 1.449308982822032632e-02
5.710000000000000000e+02, 0.000000000000000000e+00, 1.141662320306161860e+02, 6.458883607840900432e+00, 2.002176105648737492e-01, 1.422647958645476343e-02
5.510000000000000000e+02, 0.000000000000000000e+00, 1.000808631897700991e+02, 5.734858286570193364e+00, 1.624243853030128137e-01, 1.368404359204836857e-02
6.140000000000000000e+02, 2.000000000000000000e+00, 1.280209202431057633e+02, 9.771366608773403684e+00, 2.201479968578617941e-01, 1.879359125579755166e-02
4.960000000000000000e+02, 0.000000000000000000e+00, 1.018846302947588782e+02, 6.275609596298163950e+00, 1.983362730882805569e-01, 1.374502384498167522e-02
5.090000000000000000e+02, 0.000000000000000000e+00, 9.624470522729647826e+01, 7.313937887793636072e+00, 1.631557426366248842e-01, 1.694286858099495682e-02
4.960000000000000000e+02, 1.400000000000000000e+01, 1.018364099663830018e+02, 1.069017399254701139e+01, 1.845969265514646740e-01, 3.538463256381002564e-02
4.660000000000000000e+02, 0.000000000000000000e+00, 8.905383082297986164e+01, 5.747367808330691830e+00, 1.637475752434748022e-01, 1.477484823415747828e-02
4.770000000000000000e+02, 0.000000000000000000e+00, 9.913387210534946803e+01, 6.473302964068301968e+00, 1.901321642155663072e-01, 1.681477879019321886e-02
5.330000000000000000e+02, 0.000000000000000000e+00, 1.048367445414718730e+02, 6.438350738494219350e+00, 1.860730002528618865e-01, 1.558385109935421335e-02
5.300000000000000000e+02, 0.000000000000000000e+00, 1.011405255333408206e+02, 7.757218633473880409e+00, 2.005746551742277062e-01, 1.736909762296280982e-02
5.800000000000000000e+02, 0.000000000000000000e+00, 1.169550479849020519e+02, 9.122216274441644401e+00, 1.916296835140710586e-01, 1.676612944857147625e-02
5.550000000000000000e+02, 0.000000000000000000e+00, 1.100787163909655106e+02, 7.123566728077772581e+00, 1.938691286106730693e-01, 1.540044832985696353e-02
6.440000000000000000e+02, 8.000000000000000000e+00, 1.176829347468273426e+02, 1.049996650473705273e+01, 1.614801488719191103e-01, 1.773836079351329489e-02
7.300000000000000000e+02, 0.000000000000000000e+00, 1.402678788185223198e+02, 9.796476795438806562e+00, 1.775939648395460924e-01, 1.465497369574638928e-02
6.810000000000000000e+02, 0.000000000000000000e+00, 1.223676237311509851e+02, 9.401082033065360832e+00, 1.664771400037880489e-01, 1.238148065553603197e-02
6.670000000000000000e+02, 1.100000000000000000e+01, 1.242140314806620438e+02, 1.122253397768005811e+01, 1.749644767474045903e-01, 2.090966310462888736e-02
7.190000000000000000e+02, 0.000000000000000000e+00, 1.361480307474107860e+02, 9.621033229706718259e+00, 1.692502591535217926e-01, 1.251387017058758731e-02
6.580000000000000000e+02, 0.000000000000000000e+00, 1.204462399548954323e+02, 9.602079038208044537e+00, 1.844301480292372397e-01, 1.523797289338282325e-02
6.000000000000000000e+02, 0.000000000000000000e+00, 1.131279043427321227e+02, 8.271118785252131289e+00, 1.840863761011189426e-01, 1.396549444247753742e-02
6.240000000000000000e+02, 0.000000000000000000e+00, 1.201916388849028294e+02, 7.755950294456972038e+00, 1.841887888665932060e-01, 1.413751088387823346e-02
6.640000000000000000e+02, 0.000000000000000000e+00, 1.307847979601512520e+02, 1.015186496789150539e+01, 1.841383563375702248e-01, 1.582933900071593555e-02
6.840000000000000000e+02, 0.000000000000000000e+00, 1.288344175092693717e+02, 8.506928189482449554e+00, 1.566841104310846000e-01, 1.272669841094903331e-02
4.950000000000000000e+02, 0.000000000000000000e+00, 8.820375048383698413e+01, 6.366803626988333242e+00, 1.521992388530312990e-01, 1.425369646003220997e-02
5.110000000000000000e+02, 0.000000000000000000e+00, 9.495483862913921769e+01, 7.940009848041017726e+00, 1.611676720245133754e-01, 1.702991687893730399e-02
4.860000000000000000e+02, 0.000000000000000000e+00, 9.408974794933139663e+01, 8.047156062231943352e+00, 1.529185659925414997e-01, 1.594638565053156654e-02
5.720000000000000000e+02, 3.000000000000000000e+00, 1.123413170088403206e+02, 7.967082960778842704e+00, 1.811917334188360429e-01, 1.594863439813239137e-02
5.050000000000000000e+02, 0.000000000000000000e+00, 9.170548730940704729e+01, 6.893211197927223921e+00, 1.672190656256513364e-01, 1.480892102328902962e-02
5.280000000000000000e+02, 0.000000000000000000e+00, 1.064917415589596885e+02, 6.591501729481986871e+00, 1.809510541414780793e-01, 1.330548615334254704e-02
5.570000000000000000e+02, 0.000000000000000000e+00, 1.004131749327898149e+02, 6.766664751750339768e+00, 1.858763430381725756e-01, 1.468676478869777348e-02
5.480000000000000000e+02, 0.000000000000000000e+00, 1.070835543202293678e+02, 7.593271009491911805e+00, 1.925195929730784683e-01, 1.787106062763081649e-02
6.580000000000000000e+02, 6.000000000000000000e+00, 1.283295643788289340e+02, 1.210689474277420885e+01, 1.919688240998032869e-01, 2.019445547270874372e-02
6.820000000000000000e+02, 1.000000000000000000e+00, 1.253016736604238304e+02, 9.989021580419835900e+00, 1.824654386580872589e-01, 1.663431876644668253e-02
5.290000000000000000e+02, 0.000000000000000000e+00, 1.065215413118004335e+02, 9.045343445563771567e+00, 1.876136795869692009e-01, 1.858386784968457314e-02
6.160000000000000000e+02, 0.000000000000000000e+00, 1.199547027164310293e+02, 8.367686669117260223e+00, 1.951670664276097533e-01, 1.857940641099502938e-02
5.380000000000000000e+02, 0.000000000000000000e+00, 1.093122137321104077e+02, 6.882855894583628675e+00, 1.938279882667482412e-01, 1.780238121326933876e-02
5.930000000000000000e+02, 0.000000000000000000e+00, 1.123066379064379134e+02, 9.668351427223139893e+00, 1.712628067535789667e-01, 2.026753616699855653e-02
5.500000000000000000e+02, 0.000000000000000000e+00, 1.086783127299990497e+02, 9.442352980443160959e+00, 2.003502493758093639e-01, 1.984298720703773708e-02
5.620000000000000000e+02, 0.000000000000000000e+00, 1.101144371941440028e+02, 9.208261682532807413e+00, 1.870001491030092722e-01, 1.897350294954105315e-02
4.560000000000000000e+02, 0.000000000000000000e+00, 9.707434747178979251e+01, 7.202288826891720674e+00, 1.972803337004608304e-01, 1.563887853068544193e-02
4.390000000000000000e+02, 0.000000000000000000e+00, 8.847943166103154056e+01, 7.437118232393351569e+00, 1.684055853629649602e-01, 1.585302686786923404e-02
6.450000000000000000e+02, 0.000000000000000000e+00, 1.347997837250105420e+02, 1.146168547847945973e+01, 2.126437823706759378e-01, 2.013665477802869044e-02
8.000000000000000000e+02, 3.000000000000000000e+00, 1.562999944215557946e+02, 1.228351972374835555e+01, 2.233926099910348573e-01, 1.971923431991265407e-02
1.700000000000000000e+01, 0.000000000000000000e+00, 2.485318176148786407e+01, 6.303729762474254095e+00, 2.817212608222945461e-02, 7.124556446330276328e-03
1.100000000000000000e+01, 0.000000000000000000e+00, 1.252541363383124207e+01, 3.441305729393766555e+00, 2.297904982875686314e-02, 4.223229248805478175e-03
1.200000000000000000e+01, 0.000000000000000000e+00, 1.468433482229956866e+01, 3.367048916955654558e+00, 2.411979330393556123e-02, 3.746897559371010350e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.757698113615808566e+01, 3.622760669282095503e+00, 2.545400849659710044e-02, 4.093487861093190495e-03
1.400000000000000000e+01, 0.000000000000000000e+00, 1.743199981410099042e+01, 3.869029353137131810e+00, 2.711368763728238054e-02, 5.232014857570870328e-03
1.100000000000000000e+01, 0.000000000000000000e+00, 1.207482091594024887e+01, 3.126057514009720428e+00, 2.588196967505268162e-02, 4.226455666723061798e-03
7.000000000000000000e+00, 0.000000000000000000e+00, 1.291966433257175595e+01, 3.563075862377717229e+00, 2.031826843984870651e-02, 4.161990692750185301e-03
3.100000000000000000e+01, 0.000000000000000000e+00, 1.820850961080212116e+01, 3.801330981225068850e+00, 3.986390417172006040e-02, 4.560887619457462336e-03
5.000000000000000000e+00, 0.000000000000000000e+00, 1.739983971109801786e+01, 3.593358295340862707e+00, 2.402766204497766567e-02, 3.729389521044307147e-03
1.300000000000000000e+01, 0.000000000000000000e+00, 1.355146707390185057e+01, 2.955864267957778235e+00, 2.236705535576793621e-02, 3.625654910562169358e-03
1.600000000000000000e+01, 0.000000000000000000e+00, 1.673292238657180420e+01, 3.451923957372192042e+00, 2.384315237205944862e-02, 3.601803000975871936e-03
7.000000000000000000e+00, 0.000000000000000000e+00, 1.638133520826949052e+01, 3.890850607859639432e+00, 2.488849520122682693e-02, 3.870135427968665956e-03
5.000000000000000000e+00, 0.000000000000000000e+00, 1.719591950420173987e+01, 3.607068589356277055e+00, 2.552095411812393619e-02, 4.083500392256683188e-03
1.600000000000000000e+01, 0.000000000000000000e+00, 1.798646819823505894e+01, 3.482529472269331183e+00, 2.798245588176147963e-02, 4.426300535835332901e-03
3.600000000000000000e+01, 0.000000000000000000e+00, 2.116408564800513048e+01, 3.890596156179402687e+00, 3.325960714054971429e-02, 4.524609885332902225e-03
2.300000000000000000e+01, 0.000000000000000000e+00, 2.187567305968407183e+01, 4.206349745634302195e+00, 3.102271000713693536e-02, 3.802102420156125082e-03
1.100000000000000000e+01, 0.000000000000000000e+00, 1.779455867259621016e+01, 3.841704385138471789e+00, 2.674904131289148126e-02, 4.115538815047321483e-03
1.800000000000000000e+01, 0.000000000000000000e+00, 1.575495595126377602e+01, 3.604296754645340606e+00, 2.659080926222032182e-02, 4.578760890813753787e-03
1.200000000000000000e+01, 0.000000000000000000e+00, 1.733198958610104867e+01, 4.179010016977827036e+00, 2.499442742153489341e-02, 4.077887606648217429e-03
1.700000000000000000e+01, 0.000000000000000000e+00, 1.639568607181284321e+01, 3.791595063611866046e+00, 2.753128890407406312e-02, 4.541330237579680427e-03
1.900000000000000000e+01, 0.000000000000000000e+00, 1.856758459077141055e+01, 4.441352750298602992e+00, 2.665670234961617716e-02, 4.566573714210085157e-03
1.800000000000000000e+01, 0.000000000000000000e+00, 1.979843578609844812e+01, 4.691826237024598889e+00, 2.940949630890887789e-02, 4.606913504186566435e-03
1.100000000000000000e+01, 0.000000000000000000e+00, 1.729975069750583216e+01, 4.023050043962517641e+00, 2.549256485359027366e-02, 4.601306104682402823e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.797356495010159705e+01, 4.799621968897460178e+00, 2.717056610166615135e-02, 4.982455524544724713e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.660702176339580305e+01, 4.331833432766059921e+00, 2.899774744430806336e-02, 4.537908975298686649e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.330476493000460536e+01, 3.646894627281993984e+00, 2.814869085572292359e-02, 4.849239392836514166e-03
1.100000000000000000e+01, 0.000000000000000000e+00, 1.393563910307751286e+01, 4.186978695507289849e+00, 2.638194980566026249e-02, 5.340736950504043970e-03
2.000000000000000000e+01, 0.000000000000000000e+00, 1.608351169060406605e+01, 4.822539755831027009e+00, 2.836470742989772795e-02, 4.600722883923231282e-03
1.200000000000000000e+01, 0.000000000000000000e+00, 1.308542770452750936e+01, 3.934637375241277990e+00, 2.765074812628796549e-02, 5.420437977448482568e-03
2.100000000000000000e+01, 0.000000000000000000e+00, 1.589954581317660498e+01, 3.704592133119132491e+00, 2.831321191406209123e-02, 4.243875247944012795e-03
3.000000000000000000e+00, 0.000000000000000000e+00, 8.909364449016688781e+00, 5.370832871786291207e+00, 1.520060366266899957e-02, 1.055047355066322801e-02
1.100000000000000000e+01, 0.000000000000000000e+00, 1.097033089259173799e+01, 3.629141828715906737e+00, 2.184482705265944000e-02, 5.870498696752979133e-03
9.000000000000000000e+00, 0.000000000000000000e+00, 1.029165984762326680e+01, 6.564032226639757717e+00, 1.793008359825556605e-02, 1.230933132379456209e-02
8.000000000000000000e+00, 0.000000000000000000e+00, 1.093190373315288966e+01, 4.950442213439513850e+00, 2.010827324952536507e-02, 9.808744437170802480e-03
7.000000000000000000e+00, 0.000000000000000000e+00, 8.674910246515002754e+00, 4.270159929219565775e+00, 2.140874737642104939e-02, 8.858881453365229780e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 6.536818807306249646e+00, 4.691107833408997507e+00, 1.164346767023082159e-02, 8.727185091659928062e-03
2.000000000000000000e+00, 0.000000000000000000e+00, 4.434633988733329701e+00, 2.931757227346047490e+00, 9.706088131553273352e-03, 6.035702177162793544e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 1.147833998374785169e+00, 6.726759620005123841e-01, 4.408137996115825581e-03, 2.050489813974438590e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 5.097221448939952992e+00, 3.751059086915577101e+00, 7.771586108416500202e-03, 7.098072993816284017e-03
2.000000000000000000e+00, 0.000000000000000000e+00, 7.128444002646178390e+00, 3.891603404646971409e+00, 1.473521268330910995e-02, 5.887407716577813463e-03
2.000000000000000000e+00, 0.000000000000000000e+00, 7.092575968163935762e+00, 3.881744945086440524e+00, 1.294506403129525203e-02, 5.801526978164976527e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 6.032135509978498789e+00, 3.460902245805764998e+00, 1.171169329379509461e-02, 6.826049847060716540e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 6.791743227274456451e+00, 4.038292702582322313e+00, 1.206080941865866722e-02, 7.563116755033256339e-03
1.000000000000000000e+00, 0.000000000000000000e+00, 7.618568722633953350e+00, 3.985697134281540599e+00, 1.274329850429069440e-02, 6.723792507581115296e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 6.983373972191178503e+00, 4.162100103337968982e+00, 1.008091430404886232e-02, 6.670604279453703350e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.431722984326659009e+00, 3.458120315496997943e+00, 7.100922378366742414e-03, 5.864734792715779223e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.323179627840072037e+00, 3.180714268873211292e+00, 5.437386115161971754e-03, 4.173152991390909755e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.405382977235104747e+00, 2.735976452703611450e+00, 7.285106419634657278e-03, 4.571018255051327757e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.690151592783807999e+00, 3.885371628234192354e+00, 8.793618667550651483e-03, 7.668234150866554827e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.457594106347406715e+00, 3.215348845759645968e+00, 7.072657879464729763e-03, 6.486001519568769004e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.136690611086211611e+00, 2.944344360053596787e+00, 7.226855575888804437e-03, 5.636102425952904497e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.210339351834978316e+00, 3.811512039008345454e+00, 7.878227815386345048e-03, 7.212677467765975931e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.155401410395665351e+00, 3.015200373194509176e+00, 6.901086419951211678e-03, 5.462274412071489380e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 3.905588893553884056e+00, 2.917124515031596310e+00, 7.319547717354670489e-03, 4.809494559469035431e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.615467984492535258e+00, 4.365104588715887246e+00, 8.440425704017408270e-03, 9.408012188787550148e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.564646433968240657e+00, 3.612399445947944265e+00, 8.352767999173487529e-03, 6.704932450201033824e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 4.370042010490885254e+00, 2.785702049499905186e+00, 8.976260286471738487e-03, 5.637628049323869205e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 6.211984880615468718e+00, 3.617539207935976275e+00, 1.193530018614248275e-02, 7.342871058031619387e-03
2.000000000000000000e+00, 0.000000000000000000e+00, 6.620977828658569209e+00, 3.721647999359237513e+00, 1.466436586377676751e-02, 6.923902847582817308e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 5.031973014576840875e+00, 4.068857414536569905e+00, 9.523532331781678004e-03, 7.993078495017692450e-03
4.400000000000000000e+01, 0.000000000000000000e+00, 3.648010320452319633e+01, 5.728803878388569970e+00, 2.978290122679006294e-02, 3.453527399487964049e-03
2.400000000000000000e+01, 0.000000000000000000e+00, 2.303262423525512048e+01, 3.647416802349712661e+00, 2.837074725331696634e-02, 3.819474019735898899e-03
1.300000000000000000e+01, 0.000000000000000000e+00, 2.306983406588469165e+01, 4.161704795405743340e+00, 2.720166206568793224e-02, 3.714199512674873100e-03
1.300000000000000000e+01, 0.000000000000000000e+00, 1.871583192807908347e+01, 3.509768568889821694e+00, 2.734035651716618803e-02, 3.965758087044673336e-03
1.700000000000000000e+01, 0.000000000000000000e+00, 1.588757391724236179e+01, 2.765339843301442446e+00, 2.640616757176235743e-02, 4.748695311211833039e-03
2.000000000000000000e+01, 0.000000000000000000e+00, 1.523627053276977250e+01, 2.751645109638023001e+00, 3.037142555858674681e-02, 3.537640949832874995e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.851779337961958305e+01, 3.721372195598072086e+00, 2.704010251206429016e-02, 3.888456468183892900e-03
1.000000000000000000e+01, 0.000000000000000000e+00, 1.844971597077792680e+01, 3.828604477471090561e+00, 2.358481374828737265e-02, 3.523100272389213545e-03
3.000000000000000000e+00, 0.000000000000000000e+00, 9.699317140168718154e+00, 2.519530519181444994e+00, 2.036735289840058485e-02, 5.065041183784662129e-03
4.000000000000000000e+00, 0.000000000000000000e+00, 1.236161325290138358e+01, 2.877098483899432235e+00, 2.120533008228736235e-02, 3.795505134631280749e-03
2.400000000000000000e+01, 0.000000000000000000e+00, 2.087577767537569784e+01, 4.085844477500234717e+00, 3.003446310689065341e-02, 4.000230113834912435e-03
1.600000000000000000e+01, 0.000000000000000000e+00, 1.520925803780542118e+01, 2.862884528467129819e+00, 2.807246652316616395e-02, 4.078630158720637083e-03
2.300000000000000000e+01, 0.000000000000000000e+00, 1.975561869066778442e+01, 3.949532856676568837e+00, 2.873160875582338181e-02, 4.218550089326396704e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.696594449075760380e+01, 4.079166118014341258e+00, 2.849784184677901094e-02, 4.456323887504860283e-03
1.700000000000000000e+01, 0.000000000000000000e+00, 1.866553927170812344e+01, 4.498127975489821573e+00, 2.709157945699411027e-02, 4.668207788784432474e-03
6.000000000000000000e+00, 0.000000000000000000e+00, 1.834779163297992000e+01, 4.616042189907776816e+00, 2.530790098467529739e-02, 4.460754525527876359e-03
1.200000000000000000e+01, 0.000000000000000000e+00, 2.119025442106422474e+01, 5.202625747397013001e+00, 2.434609173600764398e-02, 4.220913219030964988e-03
1.600000000000000000e+01, 0.000000000000000000e+00, 1.431441826181962718e+01, 3.486805405683992110e+00, 3.193538304556686053e-02, 5.557918639877014455e-03
9.000000000000000000e+00, 0.000000000000000000e+00, 1.255169131038140939e+01, 2.994097860498406316e+00, 2.434845116755601432e-02, 5.078018601594186041e-03
1.500000000000000000e+01, 0.000000000000000000e+00, 1.849612508435033220e+01, 4.507345503156420463e+00, 2.886139675724972917e-02, 4.943046050263313028e-03
4.000000000000000000e+00, 0.000000000000000000e+00, 1.816265932990900467e+01, 4.669060139266719922e+00, 2.318605845602744742e-02, 4.245535317168996729e-03
1.200000000000000000e+01, 0.000000000000000000e+00, 1.226547886700158507e+01, 3.400590926519243329e+00, 2.624867665907218428e-02, 4.586989992332769425e-03
5.000000000000000000e+00, 0.000000000000000000e+00, 1.694555436455638286e+01, 4.911501036293564937e+00, 2.480432920517793710e-02, 4.828931431401001576e-03
3.000000000000000000e+00, 0.000000000000000000e+00, 1.044223028011952437e+01, 3.371741979230442166e+00, 2.383242105989783963e-02, 8.423483201842552059e-03
1.000000000000000000e+01, 0.000000000000000000e+00, 1.196673051496814111e+01, 3.602631292194538482e+00, 2.557520569094250476e-02, 5.777446354608656125e-03
1.700000000000000000e+01, 0.000000000000000000e+00, 1.864139658072795669e+01, 4.986635218439498196e+00, 2.430649391204458762e-02, 4.834906303854290613e-03
0.000000000000000000e+00, 0.000000000000000000e+00, 1.107721310738509857e+01, 3.391119164114031026e+00, 2.533407842955665359e-02, 4.856885288942729140e-03
8.000000000000000000e+00, 0.000000000000000000e+00, 1.223538271066406757e+01, 3.545919817762884563e+00, 2.565231644132684452e-02, 4.878242791678667582e-03
4.000000000000000000e+00, 0.000000000000000000e+00, 1.623436140510934322e+01, 5.263669054265054825e+00, 2.075548496332511872e-02, 5.053761585214984475e-03
4.000000000000000000e+00, 0.000000000000000000e+00, 1.513976054370856339e+01, 4.714213202712272732e+00, 2.272485841468088741e-02, 4.470560599437824190e-03
2.100000000000000000e+01, 0.000000000000000000e+00, 1.861684619333925994e+01, 4.629003322767289319e+00, 2.859061464314555448e-02, 4.122579676205242322e-03
