4.000000000000000000e+01, 2.800000000000000000e+02, 3.736456155203524077e+01, 6.979993834288232790e+01, 3.913467703753405885e-02, 8.367674412031299302e-02
2.900000000000000000e+01, 2.370000000000000000e+02, 3.681673817473627963e+01, 5.935840024797516179e+01, 3.881202075438137250e-02, 7.001536033316792251e-02
3.000000000000000000e+01, 3.360000000000000000e+02, 3.448603788006104054e+01, 7.013624659088476676e+01, 3.830704338375526263e-02, 8.995845869811595896e-02
2.300000000000000000e+01, 1.720000000000000000e+02, 3.346204072235435234e+01, 5.135001080607993629e+01, 3.780727830630428721e-02, 6.895263545723993859e-02
1.100000000000000000e+01, 2.070000000000000000e+02, 3.185157448867593999e+01, 5.622694297060876778e+01, 3.777767806137852236e-02, 6.893412432299886317e-02
3.300000000000000000e+01, 2.270000000000000000e+02, 3.513634067508043302e+01, 6.058156270179416936e+01, 4.018240783822827483e-02, 8.826913639712455351e-02
4.300000000000000000e+01, 2.760000000000000000e+02, 3.263994815881773803e+01, 6.799108007856749225e+01, 4.408438263104569321e-02, 9.708516204560946328e-02
3.800000000000000000e+01, 2.490000000000000000e+02, 3.397785876449374598e+01, 5.770202916788986869e+01, 4.734679273054263893e-02, 8.572664735723248275e-02
5.600000000000000000e+01, 2.600000000000000000e+02, 3.653389858693647341e+01, 6.460321304099205975e+01, 4.246364339531614324e-02, 9.792462365699716731e-02
2.600000000000000000e+01, 2.520000000000000000e+02, 3.508987014880398903e+01, 6.172160796942282701e+01, 3.995807401150876237e-02, 8.552496056831845883e-02
3.500000000000000000e+01, 3.470000000000000000e+02, 3.638608800662039044e+01, 7.317774586363483991e+01, 4.133090198194349502e-02, 1.029855515465637472e-01
1.900000000000000000e+01, 2.610000000000000000e+02, 3.291942049003438342e+01, 6.117203639102133650e+01, 3.564633323571742701e-02, 8.513592821518306542e-02
1.000000000000000000e+01, 3.250000000000000000e+02, 2.947458604237191793e+01, 6.764230639166626702e+01, 3.225996491605295780e-02, 1.018656473957024744e-01
2.300000000000000000e+01, 2.200000000000000000e+02, 3.508196049606025468e+01, 5.595141933585718164e+01, 3.434109684606295038e-02, 7.717689878974984263e-02
3.700000000000000000e+01, 1.860000000000000000e+02, 4.152103425223780420e+01, 5.482753217038366245e+01, 4.199486345294747847e-02, 7.506089168458958405e-02
4.500000000000000000e+01, 2.780000000000000000e+02, 3.715718758439493286e+01, 6.265974174229911142e+01, 4.323423939199647070e-02, 8.041169795579326818e-02
5.600000000000000000e+01, 1.370000000000000000e+02, 3.684354341527297549e+01, 4.520538171760786383e+01, 3.971135180897807093e-02, 6.098885968113360034e-02
2.600000000000000000e+01, 1.710000000000000000e+02, 3.771327415748145739e+01, 4.830468068677905080e+01, 4.045764786717155614e-02, 6.843010745787644900e-02
2.400000000000000000e+01, 1.720000000000000000e+02, 3.438535771430823473e+01, 5.075634664514234373e+01, 3.463323733746521971e-02, 7.220943230293636050e-02
4.400000000000000000e+01, 2.300000000000000000e+02, 3.226808523217324165e+01, 5.471593826537340988e+01, 4.058059442620121082e-02, 8.321636221962314117e-02
2.200000000000000000e+01, 1.580000000000000000e+02, 3.017362352433411488e+01, 5.002286375775195637e+01, 3.253455417366301478e-02, 7.466750005390461464e-02
4.000000000000000000e+01, 5.420000000000000000e+02, 3.396211991375052719e+01, 1.101100264979889403e+02, 3.843727897300153878e-02, 1.237866865415896411e-01
4.700000000000000000e+01, 2.520000000000000000e+02, 3.304859808728024007e+01, 6.129765949139324732e+01, 4.101161750464061423e-02, 8.399808923297194529e-02
2.300000000000000000e+01, 2.480000000000000000e+02, 3.150835624605448615e+01, 5.898497229889620996e+01, 3.178739741858212231e-02, 7.291408659922576918e-02
3.500000000000000000e+01, 2.090000000000000000e+02, 3.546125768004578305e+01, 6.057807815762483017e+01, 3.618200485706710851e-02, 8.509779809595077738e-02
2.200000000000000000e+01, 1.880000000000000000e+02, 3.339064400825188272e+01, 5.130512336667775486e+01, 3.538242359392345521e-02, 7.131030659170224661e-02
2.900000000000000000e+01, 1.180000000000000000e+02, 3.833335257252478812e+01, 4.034572777827757051e+01, 3.897190419805252742e-02, 6.075192952807897256e-02
6.600000000000000000e+01, 2.470000000000000000e+02, 4.709893720800704386e+01, 6.136471975159243897e+01, 4.618524997919275926e-02, 7.810281620378083101e-02
2.900000000000000000e+01, 2.790000000000000000e+02, 3.715333437724027021e+01, 6.504830621993529860e+01, 4.115872239551490036e-02, 8.682097955866523165e-02
3.500000000000000000e+01, 2.530000000000000000e+02, 3.404861994581020923e+01, 6.594750956212052984e+01, 3.873195372411984000e-02, 9.492794371747131921e-02
