1.000000000000000000e+00, 7.100000000000000000e+01, 1.315012367328264631e+01, 4.106447615082312552e+01, 1.345344769840091902e-02, 3.374517975554534865e-02
0.000000000000000000e+00, 1.340000000000000000e+02, 1.345173211521529488e+01, 4.689248316047651599e+01, 1.486589143904197378e-02, 4.681924635121499645e-02
1.000000000000000000e+00, 1.560000000000000000e+02, 1.328861420047360831e+01, 4.624710360001294873e+01, 1.984560285149623501e-02, 5.014653768162173619e-02
0.000000000000000000e+00, 1.900000000000000000e+02, 2.075405820974863502e+01, 6.174375798517858271e+01, 2.266094256642772753e-02, 4.929952911477534366e-02
0.000000000000000000e+00, 1.330000000000000000e+02, 1.388537865078132860e+01, 4.259386997367302286e+01, 2.017164650623405261e-02, 5.064511388533587954e-02
0.000000000000000000e+00, 1.270000000000000000e+02, 1.383948067191948894e+01, 3.982002155073286787e+01, 2.276490562101210480e-02, 4.593490632070498791e-02
0.000000000000000000e+00, 1.620000000000000000e+02, 1.740678768734681015e+01, 5.105904861967479746e+01, 2.105500916782960391e-02, 4.723141014893557366e-02
0.000000000000000000e+00, 1.320000000000000000e+02, 1.610824706202591017e+01, 4.569901746394494779e+01, 1.925153691734384984e-02, 4.389639504258340680e-02
0.000000000000000000e+00, 1.150000000000000000e+02, 1.601310540832229989e+01, 4.264850595783188680e+01, 1.955642927324627647e-02, 4.078791764512729179e-02
1.000000000000000000e+00, 1.110000000000000000e+02, 1.605195487603576865e+01, 4.477064312935602430e+01, 1.895003725518711393e-02, 4.140199443224898412e-02
0.000000000000000000e+00, 1.280000000000000000e+02, 1.349050160162462575e+01, 4.061810132572235688e+01, 1.874112698536593846e-02, 4.981668609901022254e-02
0.000000000000000000e+00, 1.150000000000000000e+02, 1.483124806503994542e+01, 3.667738915629191609e+01, 2.289186285429847117e-02, 4.354225354883899113e-02
0.000000000000000000e+00, 1.250000000000000000e+02, 1.460765915837954410e+01, 4.196464187787972122e+01, 1.909647893598235419e-02, 4.367135072091521408e-02
2.000000000000000000e+00, 1.120000000000000000e+02, 1.327589033307371302e+01, 3.603230186302186411e+01, 2.148188241975016247e-02, 4.816381835935398120e-02
0.000000000000000000e+00, 1.450000000000000000e+02, 1.817989662710165888e+01, 4.539523647759629910e+01, 2.309579320303353431e-02, 4.763635313855070497e-02
0.000000000000000000e+00, 1.180000000000000000e+02, 1.805455993029119099e+01, 4.373456613377346969e+01, 2.343005098209148193e-02, 4.245228257408278916e-02
0.000000000000000000e+00, 1.510000000000000000e+02, 1.148123807651804995e+01, 3.782962368047388679e+01, 1.674491963741917000e-02, 5.353101145202762701e-02
0.000000000000000000e+00, 1.450000000000000000e+02, 1.568706191224887370e+01, 4.526658070041415272e+01, 1.755785978809410591e-02, 4.749303415148267010e-02
1.000000000000000000e+00, 1.040000000000000000e+02, 1.466220328905325587e+01, 3.834425864268860096e+01, 1.970514501813639199e-02, 4.673566725968754387e-02
0.000000000000000000e+00, 1.780000000000000000e+02, 1.630945328920837767e+01, 5.080682217410107171e+01, 1.873947187816007998e-02, 4.980454222810107995e-02
4.000000000000000000e+00, 1.020000000000000000e+02, 1.208988881538294891e+01, 3.429281770519403949e+01, 2.376923830945819674e-02, 4.626856647741928869e-02
0.000000000000000000e+00, 1.420000000000000000e+02, 1.614978601844152450e+01, 4.336014286091941017e+01, 2.004573162892237317e-02, 4.838411164668281889e-02
0.000000000000000000e+00, 1.340000000000000000e+02, 1.592673624252144116e+01, 4.485242605201040078e+01, 1.746370220194114198e-02, 4.774044510527605117e-02
0.000000000000000000e+00, 9.800000000000000000e+01, 1.099429730011248907e+01, 3.523220686684158665e+01, 1.664224809610892475e-02, 4.919519216960327457e-02
6.000000000000000000e+00, 1.420000000000000000e+02, 1.779874085277841544e+01, 4.345255821618695791e+01, 2.675938763178211527e-02, 4.576047076435659638e-02
1.000000000000000000e+00, 1.160000000000000000e+02, 1.806910527539754341e+01, 4.397279921967690797e+01, 2.416925747993160095e-02, 4.301332728192951149e-02
4.000000000000000000e+00, 1.680000000000000000e+02, 2.255568691535330217e+01, 4.981922730287333678e+01, 2.474649460564667253e-02, 4.496116161356785573e-02
2.000000000000000000e+00, 1.220000000000000000e+02, 1.852167481728584519e+01, 4.178222528761542520e+01, 2.400337871349823501e-02, 4.474874037490788464e-02
9.000000000000000000e+00, 1.630000000000000000e+02, 2.064563821977786517e+01, 4.677997823160749391e+01, 2.520695893872300711e-02, 5.166466626597954886e-02
0.000000000000000000e+00, 1.560000000000000000e+02, 2.040703776830142147e+01, 4.709617236754036895e+01, 2.111155901075607855e-02, 4.466675023707966652e-02
