0,9.50085150467929e-09,0,3.16317949194877e-08
0.000465517,1.02680746250315e-08,0.000465517,3.18399554795093e-08
0.000931034,1.09810506998447e-08,0.000931034,3.18203355754551e-08
0.001396552,1.16027744520191e-08,0.001396552,3.14299502086456e-08
0.001862069,1.2119573749018e-08,0.001862069,3.06378561514012e-08
0.002327586,1.25297103906167e-08,0.002327586,2.94737457701344e-08
0.002793103,1.28296512870828e-08,0.002793103,2.79623214719078e-08
0.003258621,1.30094232327814e-08,0.003258621,2.60980316878453e-08
0.003724138,1.30570252993717e-08,0.003724138,2.38634055669076e-08
0.004189655,1.29640738642178e-08,0.004189655,2.1255740705151e-08
0.004655172,1.27268123108907e-08,0.004655172,1.82931295325547e-08
0.00512069,1.23433124575181e-08,0.00512069,1.50016242449621e-08
0.005586207,1.18111444545529e-08,0.005586207,1.14032007626655e-08
0.006051724,1.11277946498202e-08,0.006051724,7.5163471419883e-09
0.006517241,1.02925440956904e-08,0.006517241,3.36425851206114e-09
0.006982759,9.30748333085106e-09,0.006982759,-1.0203413523639e-09
0.007448276,8.17699798857027e-09,0.007448276,-5.59759363849974e-09
0.007913793,6.90681878067404e-09,0.007913793,-1.0325396577327e-08
0.00837931,5.50378016541513e-09,0.00837931,-1.51612155626382e-08
0.008844827,3.97630726481873e-09,0.008844827,-2.00603036566047e-08
0.009310344,2.33488871003681e-09,0.009310344,-2.49736801104322e-08
0.009775862,5.92041188547443e-10,0.009775862,-2.98483674620695e-08
0.01024138,-1.23806534793927e-09,0.01024138,-3.46292965919584e-08
0.0107069,-3.13988690880066e-09,0.0107069,-3.92608456216251e-08
0.01117241,-5.09651931733876e-09,0.01117241,-4.36870824553333e-08
0.01163793,-7.08962378826389e-09,0.01163793,-4.78514473133622e-08
0.01210345,-9.09949081268243e-09,0.01210345,-5.16969617593654e-08
0.01256897,-1.11052718506742e-08,0.01256897,-5.51671772498623e-08
0.01303448,-1.30852478344589e-08,0.01303448,-5.82072790725212e-08
0.0135,-1.50170293762164e-08,0.0135,-6.07648212548641e-08
0.01396552,-1.68777060119852e-08,0.01396552,-6.27901322685245e-08
0.01443103,-1.86440237715896e-08,0.01443103,-6.4236756895391e-08
0.01489655,-2.02926294540327e-08,0.01489655,-6.50621377127674e-08
0.01536207,-2.18003523818347e-08,0.01536207,-6.52284196824267e-08
0.01582759,-2.31444774069453e-08,0.01582759,-6.47031607353494e-08
0.0162931,-2.43029963355292e-08,0.0162931,-6.34598770789867e-08
0.01675862,-2.5254857585551e-08,0.01675862,-6.14785126633482e-08
0.01722414,-2.59802328136958e-08,0.01722414,-5.87459300427142e-08
0.01768965,-2.64607968460813e-08,0.01768965,-5.52564189226047e-08
0.01815517,-2.66800033129383e-08,0.01815517,-5.10121483062066e-08
0.01862069,-2.66233440326686e-08,0.01862069,-4.60235094248936e-08
0.01908621,-2.62785929529094e-08,0.01908621,-4.03093571658015e-08
0.01955172,-2.5636039935097e-08,0.01955172,-3.38971832706264e-08
0.02001724,-2.468871411832e-08,0.02001724,-2.68232316815596e-08
0.02048276,-2.34325900517261e-08,0.02048276,-1.91325352958964e-08
0.02094828,-2.18667692458157e-08,0.02094828,-1.08788490206915e-08
0.02141379,-1.99936338363644e-08,0.02141379,-2.12447247104759e-09
0.02187931,-1.78189721368652e-08,0.02187931,7.06002868388134e-09
0.02234483,-1.53520753276351e-08,0.02234483,1.65961948573979e-08
0.02281034,-1.26058023354119e-08,0.02281034,2.63981403945511e-08
0.02327586,-9.59660910233056e-09,0.02327586,3.63731241272336e-08
