2482,4459
5238,7094
7104,9076
9083,11148
11610,13382
13778,15526
15972,17437
18202,18729
20163,21936
22294,24127
24134,25883
26562,28044
28716,30377
30762,32485
32856,34838
34845,36601
36611,38431
39149,40667
41322,42990
43478,45072
45710,47294
47747,49371
50053,51585
52213,53661
54327,55902
56387,57977
58675,60079
60824,62376
63149,64662
65343,66908
