3206,6432
6445,8437
8447,10693
10702,12570
12580,14032
14645,16135
16738,18624
18634,20703
20710,21843
22694,24227
24730,26856
26866,28366
28879,30832
30845,32738
32747,34758
34764,36843
35854,38277
38877,40285
41056,42431
43050,44984
44997,47148
47155,48628
49344,51435
51444,52924
53488,55060
55769,58007
58016,59385
60110,61553
62439,64733
64747,66796
