4315,7404
7410,9063
9070,10790
10799,12557
12563,14303
14310,15886
15893,17596
17604,19425
19432,21275
21283,22798
22804,24623
24633,26562
26573,28356
28364,30079
30086,31948
31958,33979
33986,35851
35865,37494
37503,39435
39445,41137
41145,43147
43157,45173
45185,46970
46980,48917
48920,50738
50743,52232
52857,54542
54553,56551
56562,58026
58612,60281
