1529,3226
3760,5585
6253,7820
8478,9986
10590,12259
12933,14500
15516,16977
17807,19541
19959,21514
22073,23613
24346,25776
26325,27808
28743,30291
30763,32378
32995,34663
35213,36853
37600,39145
40003,41524
42408,43860
44734,46287
46828,48600
49122,50767
51647,53305
53863,55452
56166,57753
58327,60036
60511,62154
62672,64295
64583,66304
66310,68613
