2109,4444
5398,7296
8363,10236
10836,12597
13498,15140
16102,18069
19012,20815
21879,24448
24453,26467
27185,28917
29842,31686
32487,34369
35181,37336
37942,40343
40348,42702
43378,45330
46196,48007
48882,50755
51751,53436
54310,56137
56142,58603
59372,61132
61948,63627
63632,64386
64391,66704
66708,69085
71453,73879
73883,76313
76318,78757
78763,81391
