1090,2883
3425,5456
5462,7322
7945,9549
10094,11903
12443,14174
14807,16424
16944,18687
19409,21110
21691,23386
24038,25770
26401,28150
28914,30577
31226,32983
33521,35299
35916,37703
38413,39998
40780,42462
43130,44975
45598,47434
47938,49894
50654,52412
53222,54998
55814,57608
58475,60314
60927,62644
63622,65412
65945,67848
68542,70338
71216,73426
